appid,userid,user_rating
935559685,12,3
935566920,13,4.5
935581627,14,0
935623257,15,0
935697665,16,0
935754064,17,4
936749679,18,5
936966570,19,4
936966605,20,4
936971630,1,4.5
937166097,2,4
937236311,3,1.5
937255144,4,4
937258914,5,4
937261650,6,4.5
937289819,7,4.5
937580024,8,0
937616953,9,4
937718942,10,4.5
937737946,11,4
937793199,12,4.5
937922348,13,4
937976391,14,3.5
937988895,15,4
938095479,16,3
938099257,17,2.5
938183394,18,4
938194086,19,4
938207958,20,4.5
938571723,1,5
938596958,2,0
939272201,3,3.5
939529493,4,4
939906112,5,2.5
940006911,6,5
940202798,7,4
940247939,8,0
940249281,9,3.5
940268124,10,4.5
940292587,11,4.5
940314673,12,0
940355209,13,0
940397955,14,5
940401053,15,0
940452319,16,4.5
940508574,17,4.5
940595599,18,5
940596201,19,5
941057494,20,5
941087958,1,4.5
941107732,2,2.5
941143328,3,4.5
941380906,4,4.5
941421328,5,4.5
941620316,6,4.5
941920716,7,4.5
941931465,8,4.5
941956069,9,2
942003779,10,4
942413257,11,0
942435348,12,5
942473930,13,4
942480934,14,2
942494098,15,4.5
942766453,16,3.5
942990867,17,4.5
943101317,18,4.5
943116454,19,4
943419894,20,4
943438858,1,0
943453328,2,4
943587620,3,1.5
943594558,4,4
943753597,5,0
943837049,6,4
943869618,7,4.5
944011620,8,1.5
944165809,9,5
944244620,10,1
944393180,11,4.5
944644383,12,4.5
944646397,13,3
944693166,14,0
944808246,15,4.5
944808252,16,4
944985743,17,4
945077360,18,4
945177811,19,4.5
945274928,20,3.5
945402023,1,0
945434433,2,0
945621521,3,4
945623719,4,4.5
945628768,5,0
945832041,6,1
945991259,7,0
946099227,8,0
946168827,9,0
946382493,10,0
946434924,11,3.5
946477821,12,4.5
946496840,13,4.5
946811576,14,4.5
946843913,15,0
946903436,16,4
946930094,17,4.5
947039079,18,1.5
947281623,19,2.5
947402822,20,4
947529440,1,0
947548754,2,4
947624478,3,3.5
947644950,4,1
947805279,5,1
947824428,6,3.5
948089675,7,0
948090890,8,0
948201260,9,4
948478740,10,4.5
948561621,11,4
948618479,12,0
948634806,13,0
948715059,14,4.5
948757156,15,2
948781148,16,3.5
948805709,17,2.5
948857526,18,4.5
948861271,19,4.5
948958859,20,3
949184293,1,0
949215818,2,4.5
949255899,3,4.5
949281035,4,3
949344041,5,4.5
949498190,6,0
949701151,7,4.5
949785353,8,2.5
949817566,9,0
949838009,10,4
949870726,11,4.5
949876643,12,5
950022424,13,5
950130103,14,4
950279845,15,4.5
950299949,16,3
950335311,17,5
950386914,18,4
950503358,19,0
950519698,20,5
950527505,1,0
950574221,2,0
950593464,3,4
950593959,4,4
950669893,5,4
950795722,6,4.5
950812012,7,4.5
950823223,8,4
950902520,9,1.5
950955524,10,5
950984120,11,2.5
951177560,12,4.5
951346423,13,4.5
951350964,14,3.5
951364656,15,4
951417499,16,4.5
951536298,17,0
951615217,18,0
951627022,19,5
951627425,20,4
951704333,1,4.5
951744068,2,4.5
951761438,3,5
951876055,4,3.5
951937596,5,4.5
951971414,6,4
952549036,7,2.5
952553927,8,0
952555810,9,5
952561811,10,4.5
952578897,11,4
952632588,12,3.5
952658839,13,3.5
952658953,14,4
952694580,15,3.5
952715194,16,4.5
952871251,17,4
952877179,18,3.5
952929696,19,5
953036666,20,0
953086535,1,5
953230894,2,4
953426154,3,4.5
953454701,4,0
953511734,5,4.5
953831664,6,3.5
953876014,7,4.5
953917544,8,0
953923489,9,4
953936584,10,4.5
953940121,11,0
953946902,12,4.5
953953312,13,4
953969225,14,4
954205285,15,2
954323480,16,5
954372033,17,3.5
954549897,18,3.5
954724812,19,1
954779921,20,0
955102484,1,4.5
955157084,2,4.5
955170175,3,4.5
955260074,4,4.5
955266964,5,3.5
955286870,6,5
955290679,7,4.5
955298998,8,4.5
955327604,9,4.5
955387547,10,4.5
955682952,11,4.5
955705796,12,4.5
955832188,13,0
955957721,14,3.5
955962995,15,3
956373528,16,5
956794130,17,5
956811074,18,0
957124541,19,4.5
957212695,20,4
957255155,1,4.5
957302048,2,3.5
957316969,3,4.5
957442616,4,5
957471210,5,5
957764690,6,4
958174054,7,2.5
958415876,8,3
958455860,9,5
958604518,10,5
958635569,11,0
958763157,12,4.5
958796099,13,3
958825016,14,3
958848462,15,4.5
958880753,16,0
958904868,17,0
958957112,18,1
959270676,19,4.5
959304067,20,4.5
959327054,1,3
959390742,2,4.5
959451726,3,5
959452391,4,4
959469304,5,4
959498315,6,4.5
959515619,7,4
959619034,8,4.5
959801877,9,4
959937622,10,4
959954514,11,5
960120322,12,4.5
960128616,13,4
960161732,14,5
960251959,15,4.5
960504959,16,0
960506557,17,4.5
960708632,18,3.5
960716999,19,4.5
960744514,20,4.5
961227503,1,3.5
961339405,2,4.5
961390574,3,4.5
961411124,4,0
961648591,5,2.5
961662290,6,3.5
961875786,7,4.5
961889853,8,5
961932335,9,4
962056217,10,3
962084488,11,3.5
962144693,12,4.5
962194608,13,5
962228091,14,0
962289279,15,4
962397288,16,4.5
962473684,17,4
962566898,18,5
962680846,19,5
962713931,20,4
962967653,1,5
962969578,2,5
962973848,3,3
962993853,4,4.5
962996253,5,0
963034692,6,4.5
963037888,7,4.5
963038076,8,4.5
963067330,9,4.5
963093508,10,4.5
963477453,11,4.5
963570332,12,0
963668030,13,5
963753435,14,5
964055562,15,0
964064306,16,1.5
964351449,17,4.5
964426709,18,0
964436963,19,4.5
964738592,20,0
964743113,1,4.5
964748094,2,4.5
965000875,3,4.5
965084468,4,0
965096605,5,4.5
965114347,6,4.5
965137032,7,3
965226033,8,0
965474816,9,5
965552611,10,3
965609252,11,4.5
965622173,12,0
965748314,13,4
965789238,14,4
965965461,15,4.5
966030326,16,4.5
966038711,17,5
966057213,18,4.5
966099615,19,1
966169065,20,0
966333863,1,4.5
966509113,2,2.5
966758561,3,5
966764324,4,3
966802035,5,5
966810173,6,4.5
967082741,7,4.5
967146605,8,1
967181200,9,0
967351793,10,4.5
967383325,11,4
967422975,12,4.5
967502646,13,2.5
967624193,14,5
967812288,15,5
967870967,16,0
967912296,17,0
968016877,18,3.5
968213298,19,5
968433730,20,4.5
968591710,1,4
968666409,2,4.5
968744559,3,4.5
968858645,4,3.5
968907076,5,0
968953976,6,4.5
968999008,7,4.5
969044213,8,3.5
969154545,9,4
969211750,10,4.5
969247886,11,4.5
969264934,12,5
969316884,13,4.5
969447060,14,5
969447496,15,4.5
969475899,16,4
969488951,17,4
969589921,18,4.5
969592391,19,4.5
969934912,20,4.5
969961138,1,4
970021572,2,4.5
970044095,3,4.5
970131308,4,3.5
970202342,5,4.5
970389374,6,3.5
970416885,7,2
970417047,8,4.5
970421850,9,4.5
970721313,10,4.5
970777078,11,4.5
971186665,12,2.5
971215921,13,2.5
971231853,14,4.5
971233157,15,4
971265422,16,2
971304016,17,5
971329287,18,3.5
971414822,19,4
971608996,20,4
971720127,1,4.5
971756507,2,4.5
971788369,3,4
972003056,4,2.5
972013240,5,5
972319818,6,4
972349604,7,0
972387337,8,4
972419844,9,0
972426013,10,5
972533719,11,0
972579925,12,2
972627326,13,4.5
972627811,14,4.5
972657175,15,4.5
972737732,16,4
972909677,17,4
973005664,18,4
973055274,19,4
973056418,20,4.5
973113361,1,1.5
973324681,2,2
973337925,3,5
973366293,4,0
973482525,5,4.5
973482987,6,4.5
973741088,7,4.5
973825192,8,0
973901066,9,4.5
974022309,10,2
974092051,11,5
974135847,12,4
974529966,13,5
974530923,14,4.5
974599171,15,4.5
974625290,16,4.5
974682335,17,4
974748812,18,4.5
974769286,19,4
975139176,20,4.5
975364678,1,4.5
975414811,2,0
975459971,3,0
975683986,4,5
975832655,5,0
975955904,6,0
975985952,7,5
976063428,8,3
976063866,9,4.5
976071352,10,0
976116090,11,5
976150380,12,4.5
976173170,13,4.5
976257847,14,0
976350178,15,4
976429128,16,5
976510666,17,4.5
976690555,18,5
977028266,19,4.5
977041956,20,0
977056011,1,4.5
977091580,2,4.5
977159568,3,0
977183254,4,4.5
977242839,5,5
977256145,6,3
977262615,7,3.5
977354430,8,4
977549081,9,0
977646169,10,4.5
977865620,11,5
977909424,12,3
977933863,13,0
977949232,14,5
977958854,15,4.5
977965019,16,0
978148241,17,5
978176131,18,4.5
978201325,19,0
978236345,20,0
978238542,1,4
978352903,2,4.5
978524071,3,4
978563657,4,4
978603244,5,5
978697315,6,4.5
978759625,7,4.5
978866413,8,4
978882773,9,4.5
978985106,10,0
979092836,11,4.5
979100082,12,4
979144378,13,0
979151411,14,4.5
979401801,15,5
979469730,16,0
979533450,17,0
979540312,18,4
979598664,19,4.5
979599928,20,4
979713827,1,4.5
979759584,2,4.5
979967712,3,5
980132410,4,4.5
980134624,5,0
980241548,6,1
980274086,7,4.5
980286865,8,4.5
980307863,9,4
980368562,10,4.5
980384565,11,4.5
980540474,12,4
980594437,13,0
980864870,14,0
981031050,15,5
981035758,16,5
981093617,17,2
981305941,18,4
981413101,19,0
981437721,20,1.5
981535263,1,4
981633844,2,5
981796690,3,5
981819100,4,4.5
981888264,5,3.5
981903698,6,4.5
982102809,7,4.5
982175678,8,4.5
982218746,9,3.5
982235342,10,4.5
982255287,11,5
982354972,12,4.5
982416928,13,0
982437433,14,0
982457990,15,5
982528455,16,4.5
982763237,17,4.5
982805507,18,4
982819497,19,4.5
982887800,20,0
982923857,1,3.5
982936366,2,4.5
983099308,3,4.5
983143183,4,4.5
983149271,5,3.5
983151079,6,0
983202217,7,0
983488323,8,3.5
983489496,9,3
983613658,10,3.5
983826477,11,5
983868842,12,4.5
983963758,13,3
984394908,14,4.5
984451115,15,4.5
984594553,16,0
984731733,17,0
984957369,18,0
985035649,19,4
985077390,20,4.5
985082895,1,4
985238090,2,0
985565530,3,0
985611127,4,0
985631644,5,4
985653378,6,4.5
985746746,7,0
985923564,8,4.5
985927350,9,3
985945557,10,4.5
985950986,11,4.5
986073281,12,4
986110430,13,4.5
986339882,14,4.5
986420993,15,0
986540048,16,5
986722176,17,0
986749236,18,0
986905979,19,4
987112935,20,2.5
987237335,1,3
987360477,2,4
987732117,3,4.5
987733557,4,4.5
987868589,5,0
987873536,6,4.5
987962261,7,3.5
988173374,8,4.5
988235692,9,0
988296409,10,0
988301769,11,0
988318940,12,4.5
988341207,13,0
988375097,14,0
988383602,15,4.5
988396858,16,0
988455996,17,0
988476572,18,4.5
988518358,19,4
988627776,20,0
988716364,1,0
988737164,2,0
988752315,3,4.5
988953433,4,4
989078384,5,0
989080135,6,4.5
989087237,7,0
989105524,8,0
989148225,9,4.5
989178902,10,4
989254177,11,4.5
989330818,12,3.5
989442029,13,0
989447181,14,4.5
989733380,15,0
989804926,16,3.5
989844820,17,3.5
990157917,18,4.5
990345796,19,4.5
990652974,20,4
990668324,1,4
990692830,2,4.5
990928352,3,4.5
991018252,4,4
991032122,5,0
991153141,6,4.5
991165672,7,2
991346515,8,0
991357716,9,4.5
991526007,10,3.5
991558368,11,4.5
991563953,12,4.5
991626372,13,5
991693702,14,1
991709209,15,4
991764216,16,5
991897864,17,4
992004655,18,3.5
992047786,19,3.5
992051355,20,4.5
992140314,1,4.5
992140496,2,4.5
992309647,3,4.5
992412812,4,4
992421775,5,5
992425516,6,4.5
992448528,7,4
992640880,8,4.5
992730639,9,4.5
992762497,10,0
992762663,11,0
992796509,12,4.5
992872278,13,2.5
992875656,14,1
992879171,15,4.5
993071546,16,5
993093969,17,0
993160329,18,4
993187907,19,1
993290127,20,0
993435362,1,1
993479067,2,0
993492744,3,5
993570169,4,4
993605516,5,4.5
994046673,6,0
994052436,7,0
994119740,8,3.5
994556645,9,3.5
994624624,10,1
994673739,11,4
994674676,12,3
994822255,13,4
994855806,14,4.5
994905763,15,4.5
994933845,16,4.5
995014054,17,5
995022521,18,2.5
995112030,19,3.5
995125257,20,0
995922287,1,4
995999703,2,4
996136866,3,3.5
996246479,4,2
996345745,5,4
996402903,6,4.5
996491151,7,3
996509117,8,4.5
996802374,9,4
996855098,10,4
996866372,11,0
996948313,12,3.5
997002798,13,5
997252057,14,3.5
997362197,15,5
997392079,16,2.5
997446291,17,4.5
997676587,18,4.5
997715441,19,0
997811381,20,3
997811612,1,4.5
997878440,2,4
998059934,3,4
998179061,4,4
998253660,5,0
998276924,6,4.5
998286883,7,4
998360879,8,0
998364171,9,0
998424233,10,4.5
998528159,11,5
998560520,12,5
998834675,13,4
998936876,14,4
999183538,15,4.5
999195395,16,0
999239164,17,0
999263877,18,4.5
999273718,19,1
999535933,20,4.5
999702563,1,5
999771588,2,4
1000227889,3,3.5
1000559499,4,4.5
1000588300,5,0
1000590510,6,0
1000593025,7,3.5
1000668798,8,4.5
1000708019,9,5
1000773093,10,4
1000835177,11,5
1000876192,12,4.5
1001059684,13,4.5
1001153553,14,0
1001177846,15,5
1001193844,16,4.5
1001229698,17,4
1001244846,18,4
1001247878,19,3.5
1001248922,20,4.5
1001250333,1,4
1001286466,2,4.5
1001425491,3,4.5
1001473964,4,5
1001501844,5,5
1001515754,6,5
1001725199,7,3
1001893116,8,5
1001989098,9,4.5
1002132680,10,4
1002210090,11,4
1002228096,12,4.5
1002317411,13,0
1002340615,14,4.5
1002345611,15,3.5
1002355194,16,1
1002381557,17,0
1002417141,18,2
1002503055,19,3.5
1002597082,20,4
1002739417,1,4.5
1003138996,2,5
1003168863,3,4.5
1003201868,4,4.5
1003287840,5,3
1003706384,6,4
1003716367,7,1
1003765913,8,4
1003820457,9,4.5
1003822659,10,4.5
1003837100,11,5
1003996643,12,1.5
1004090290,13,4.5
1004227662,14,4.5
1004539546,15,4.5
1004729170,16,4
1004871562,17,2
1004938586,18,0
1004963943,19,5
1005017298,20,5
1005030039,1,0
1005050125,2,0
1005077069,3,4.5
1005098334,4,4.5
1005322299,5,4.5
1005415016,6,2.5
1005468883,7,2
1005783927,8,4.5
1005859110,9,3
1006385486,10,4.5
1006393168,11,4.5
1006408029,12,4
1006414665,13,5
1006503995,14,0
1006850128,15,1
1006878949,16,4.5
1007001475,17,0
1007115851,18,4.5
1007120869,19,4.5
1007143930,20,4
1007177838,1,4.5
1007479011,2,4.5
1007720559,3,4.5
1007929736,4,4.5
1008053853,5,0
1008111072,6,5
1008234539,7,5
1008496061,8,4
1008519817,9,4
1008546049,10,0
1008548146,11,0
1008623359,12,0
1008692660,13,4
1008719508,14,4.5
1009134067,15,4.5
1009158392,16,4
1009200976,17,4.5
1009227147,18,4
1009257820,19,3
1009336960,20,0
1009442510,1,4.5
1009979707,2,4.5
1010174792,3,0
1010204708,4,0
1010582800,5,5
1010587367,6,0
1010604522,7,4
1010677881,8,4.5
1010704842,9,4.5
1010739052,10,4.5
1010794981,11,2.5
1010801515,12,4
1010801519,13,4.5
1010803520,14,4
1010962391,15,4
1010999283,16,4.5
1011000146,17,4.5
1011114397,18,0
1011129367,19,5
1011132019,20,2
1011193872,1,0
1011396240,2,2
1011415692,3,4.5
1011476555,4,5
1011479119,5,4.5
1011501094,6,4.5
1011562903,7,0
1011597997,8,0
1011661714,9,0
1011675447,10,5
1011714860,11,4
1011776388,12,5
1011788068,13,4.5
1011796416,14,0
1011806461,15,0
1011915604,16,4.5
1011935076,17,3
1011983738,18,5
1011987577,19,4
1012032539,20,5
1012151919,1,4
1012231677,2,4
1012274888,3,0
1012298403,4,4.5
1012329703,5,0
1012368051,6,0
1012604262,7,4.5
1012712705,8,4.5
1012867463,9,0
1013551921,10,5
1013585593,11,4.5
1013596666,12,3
1013780477,13,4
1013818720,14,4.5
1013854622,15,5
1013992870,16,5
1014277964,17,5
1014459049,18,4.5
1014565551,19,4.5
1014661557,20,4.5
1014902505,1,4
1014907403,2,0
1014919815,3,5
1014920360,4,4.5
1015000630,5,5
1015059175,6,5
1015077531,7,3
1015225810,8,0
1015552271,9,2
1015603795,10,3.5
1015744628,11,0
1015771623,12,0
1015820762,13,3.5
1015944446,14,4
1016197739,15,0
1016279124,16,4.5
1016360869,17,4.5
1016366447,18,4.5
1016673544,19,5
1016686482,20,4.5
1016810652,1,3.5
1016915419,2,4.5
1017064541,3,5
1017112774,4,3.5
1017148055,5,4.5
1017186083,6,3.5
1017228401,7,0
1017236115,8,0
1017240682,9,0
1017367213,10,4
1017447032,11,3.5
1017492454,12,3
1017551780,13,4.5
1017581225,14,4
1017627073,15,5
1018002876,16,4
1018142904,17,4.5
1018215577,18,4
1018216485,19,5
1018236462,20,2
1018355599,1,3.5
1018356776,2,4.5
1018357323,3,3
1018497986,4,3.5
1018704225,5,4
1018725005,6,5
1018743724,7,4
1018920593,8,4.5
1018922850,9,4.5
1018955135,10,4.5
1019167420,11,3.5
1019230398,12,5
1019312381,13,4
1019442026,14,4.5
1019447011,15,3.5
1019616705,16,4
1019838009,17,3.5
1019856486,18,3.5
1020009128,19,0
1020119327,20,4
1020187921,1,4.5
1020273791,2,4
1020304479,3,5
1020327340,4,3
1020473684,5,5
1020481008,6,4.5
1020536786,7,0
1020581825,8,0
1020583460,9,4.5
1020587577,10,4.5
1020657631,11,0
1020818294,12,4.5
1020876671,13,4.5
1020947824,14,4
1020962158,15,5
1021091295,16,0
1021102353,17,4.5
1021204969,18,4.5
1021239565,19,4
1021368752,20,0
1021462578,1,4.5
1021496959,2,5
1021566244,3,4
1021586545,4,4
1021672050,5,5
1021721629,6,2.5
1021845881,7,0
1021877189,8,5
1021933645,9,5
1021967723,10,4
1021971213,11,4
1021988466,12,5
1022023000,13,3
1022056495,14,4
1022100908,15,1
1022196879,16,4
1022239163,17,4.5
1022256487,18,4.5
1022267439,19,2.5
1022268606,20,5
1022301472,1,4
1022305219,2,0
1022647461,3,3.5
1022667752,4,4.5
1022729100,5,0
1022732646,6,4.5
1022763299,7,0
1022844131,8,0
1023002643,9,4
1023026782,10,3
1023028213,11,2.5
1023126431,12,4
1023146677,13,4.5
1023218196,14,4.5
1023273544,15,0
1023281359,16,4.5
1023648594,17,4
1023681159,18,3
1023681711,19,3.5
1023683909,20,5
1023741615,1,2.5
1023751978,2,4.5
1024000488,3,5
1024004804,4,0
1024216465,5,0
1024306067,6,4.5
1024341813,7,0
1024374740,8,4.5
1024395159,9,0
1024488164,10,5
1024505111,11,4.5
1024506807,12,5
1024507512,13,3.5
1024522751,14,4.5
1024577327,15,0
1024818709,16,4.5
1024850260,17,0
1024951378,18,4
1024951639,19,4.5
1024953824,20,2.5
1024953838,1,3.5
1025000402,2,3
1025120568,3,4
1025177870,4,4
1025243640,5,3.5
1025297873,6,4.5
1025313530,7,0
1025396583,8,0
1025601254,9,5
1025628019,10,5
1025707485,11,0
1026152405,12,4.5
1026311548,13,4
1026540588,14,0
1026689855,15,0
1026717130,16,5
1026719224,17,0
1026720146,18,0
1026736263,19,0
1026832671,20,4
1026901472,1,5
1026909621,2,4.5
1027230451,3,5
1027279455,4,3.5
1027284532,5,0
1027352017,6,5
1027419374,7,4
1027688889,8,4.5
1027799669,9,0
1028003495,10,4.5
1028179601,11,3.5
1028272877,12,3.5
1028362533,13,3
1028400679,14,3
1028464453,15,4.5
1028546978,16,5
1028556453,17,3.5
1028558002,18,2.5
1028610115,19,5
1028623510,20,5
1028791881,1,0
1028902794,2,0
1028939296,3,0
1028950091,4,4.5
1028984371,5,4.5
1029033692,6,4.5
1029273159,7,4.5
1029375276,8,0
1029499643,9,0
1029588869,10,4
1029932207,11,4
1030395486,12,3
1030447361,13,5
1030457527,14,3
1030487391,15,5
1030505688,16,4
1030522460,17,3
1030548464,18,5
1030634472,19,4.5
1030710604,20,0
1030762703,1,5
1030792602,2,4.5
1030804846,3,4.5
1030815031,4,1
1030902626,5,4.5
1031002863,6,4.5
1031021466,7,4.5
1031088612,8,0
1031152574,9,4.5
1031155880,10,4.5
1031164407,11,0
1031228862,12,4.5
1031388734,13,3.5
1031390478,14,4.5
1031391869,15,4
1031406492,16,4.5
1031530508,17,4.5
1031569021,18,4.5
1031704553,19,0
1031706898,20,4
1031728646,1,4.5
1031781908,2,3.5
1031791319,3,0
1031838318,4,0
1031843950,5,4
1031857811,6,3
1031867079,7,4
1032040117,8,4.5
1032240256,9,5
1032298135,10,0
1032301062,11,4.5
1032308323,12,0
1032381310,13,4.5
1032432287,14,4.5
1032443533,15,4.5
1032451280,16,4
1032460746,17,4.5
1032464015,18,0
1032708262,19,4.5
1032743715,20,4.5
1032845453,1,4.5
1032934485,2,4
1032997004,3,4.5
1033014013,4,4.5
1033049320,5,0
1033049991,6,5
1033076651,7,4.5
1033117027,8,0
1033229197,9,5
1033282601,10,4.5
1033342465,11,4.5
1033387365,12,4.5
1033521131,13,4.5
1033617377,14,5
1033645055,15,1
1033679736,16,0
1033682827,17,4
1033685038,18,4
1033746864,19,4
1033781064,20,2.5
1033803652,1,4
1033873301,2,5
1034018838,3,4
1034019709,4,4.5
1034091427,5,4
1034201612,6,4.5
1034310786,7,3.5
1034383306,8,5
1034399175,9,4
1034420003,10,4.5
1034523226,11,4
1034533362,12,3
1034591399,13,3.5
1034630958,14,4.5
1034658841,15,4
1034714533,16,3
1034773723,17,4.5
1034774337,18,3.5
1034933180,19,3.5
1034934076,20,4
1034995058,1,0
1035107039,2,0
1035142291,3,0
1035161188,4,3
1035197114,5,0
1035217840,6,5
1035219553,7,5
1035219562,8,4.5
1035220162,9,4.5
1035238692,10,3
1035245749,11,0
1035263816,12,5
1035299535,13,5
1035331258,14,5
1035355817,15,5
1035361376,16,4.5
1035460404,17,4
1035494079,18,0
1035525494,19,0
1035542049,20,0
1035582408,1,4
1035635092,2,3
1035663068,3,0
1035689743,4,4
1035690802,5,4.5
1035696371,6,4
1035837482,7,5
1035993638,8,5
1036062958,9,0
1036066107,10,4.5
1036088441,11,4.5
1036094312,12,0
1036129117,13,0
1036141497,14,4.5
1036157827,15,3
1036205036,16,3
1036435323,17,4
1036437162,18,3.5
1036517151,19,3.5
1036661603,20,4.5
1036723978,1,4.5
1036859032,2,2.5
1037103749,3,3.5
1037160778,4,4.5
1037285199,5,4.5
1037414606,6,4
1037420924,7,4.5
1037601932,8,5
1037712285,9,4
1037781582,10,3
1037799797,11,0
1037820836,12,4.5
1037823594,13,4
1037830332,14,4
1037866921,15,1
1038007349,16,5
1038313415,17,0
1038376578,18,3
1038379658,19,0
1038384580,20,0
1038653883,1,4.5
1038796140,2,4.5
1038849525,3,4.5
1038866266,4,4.5
1039011796,5,4
1039129211,6,3.5
1039133072,7,3
1039141908,8,4
1039171609,9,0
1039260250,10,0
1039264027,11,3
1039514679,12,4
1039596715,13,5
1039637425,14,4
1039728737,15,2.5
1039848719,16,4.5
1039883456,17,0
1039910808,18,4.5
1039945866,19,0
1039971485,20,5
1039971965,1,4.5
1040048258,2,0
1040083067,3,0
1040093707,4,4.5
1040105227,5,0
1040120819,6,4
1040172229,7,4.5
1040224715,8,2.5
1040227414,9,4.5
1040366566,10,0
1040407117,11,5
1040417757,12,0
1040444258,13,5
1040451375,14,4.5
1040451985,15,4.5
1040523600,16,4
1040608649,17,4.5
1040671838,18,4.5
1040713617,19,0
1040803415,20,5
1040809311,1,3
1040811649,2,0
1040871937,3,4
1040930654,4,4.5
1040968715,5,4.5
1041260001,6,4
1041317729,7,2.5
1041370707,8,5
1041406978,9,4
1041465860,10,5
1041512978,11,5
1041517543,12,5
1041528293,13,4
1041596399,14,3.5
1041631196,15,5
1041731729,16,3.5
1041808803,17,4.5
1041873285,18,5
1041898963,19,4.5
1041903908,20,0
1041951266,1,5
1041987123,2,3.5
1042173956,3,0
1042195779,4,0
1042273323,5,5
1042298797,6,5
1042299727,7,0
1042300762,8,3.5
1042322028,9,4.5
1042326602,10,5
1042345185,11,4.5
1042419574,12,4
1042433429,13,4.5
1042770650,14,4.5
1042978679,15,0
1042987645,16,4.5
1043003599,17,5
1043269825,18,4
1043318628,19,4.5
1043337296,20,4.5
1043390344,1,0
1043450394,2,0
1043579926,3,4.5
1043589663,4,4.5
1043607606,5,4
1043640363,6,4
1043689670,7,5
1043714288,8,4.5
1043733402,9,4
1043824696,10,4.5
1044142557,11,4.5
1044225211,12,5
1044283059,13,0
1044286515,14,4
1044318857,15,3.5
1044341430,16,4.5
1044374093,17,4.5
1044534100,18,0
1044534198,19,0
1044535426,20,4.5
1044550538,1,5
1044671796,2,0
1044677336,3,4.5
1044733380,4,4.5
1044764933,5,4
1044818466,6,3.5
1044837432,7,4.5
1044848003,8,3.5
1044867788,9,4.5
1044871992,10,4.5
1044923803,11,0
1044950341,12,5
1044953131,13,4
1045102110,14,4
1045164931,15,4
1045165396,16,5
1045232937,17,4.5
1045268097,18,5
1045352003,19,0
1045436888,20,4
1045504326,1,4.5
1045516045,2,4.5
1045605097,3,5
1045823211,4,4.5
1045850132,5,0
1045901853,6,4.5
1045947023,7,4.5
1046195811,8,4.5
1046280177,9,5
1046345589,10,4
1046429579,11,3
1046432580,12,2.5
1046448102,13,0
1046480662,14,0
1046505126,15,3.5
1046510029,16,2.5
1046553860,17,4
1046593064,18,4.5
1046598440,19,4
1046617847,20,4
1046621147,1,1
1046684325,2,5
1046694770,3,3.5
1046787882,4,0
1046824077,5,0
1046846443,6,4.5
1046884557,7,4.5
1047042828,8,0
1047113274,9,0
1047118827,10,4.5
1047205902,11,3.5
1047246341,12,4.5
1047264616,13,4.5
1047340501,14,4.5
1047354020,15,2.5
1047566421,16,0
1047595823,17,3.5
1047605171,18,0
1047610405,19,4.5
1047653834,20,3.5
1047666264,1,4.5
1047713034,2,4
1047713752,3,4
1047733214,4,4
1047755798,5,4
1047755932,6,4.5
1047763490,7,5
1047808261,8,0
1047821816,9,3.5
1047840202,10,4
1047844240,11,0
1047961826,12,4.5
1048018108,13,0
1048026594,14,5
1048130311,15,4
1048139188,16,4.5
1048228014,17,3
1048260999,18,4.5
1048277914,19,4.5
1048505998,20,5
1048506340,1,4
1048542880,2,1.5
1048559057,3,5
1048629983,4,4.5
1048696422,5,3.5
1048702554,6,4
1048831615,7,4.5
1048838824,8,4
1048849149,9,0
1048868250,10,0
1048881232,11,0
1048896882,12,4.5
1048899002,13,5
1048914472,14,0
1048925081,15,0
1049078653,16,2
1049201894,17,0
1049234587,18,4.5
1049254261,19,5
1049257954,20,4
1049316554,1,0
1049316924,2,2.5
1049321283,3,2
1049351079,4,1
1049386519,5,4
1049649831,6,0
1049682098,7,5
1050017714,8,4.5
1050062943,9,0
1050162071,10,4.5
1050199833,11,5
1050331109,12,5
1050339928,13,5
1050342815,14,5
1050367912,15,2.5
1050402885,16,4
1050452180,17,2.5
1050535507,18,5
1050563650,19,5
1050608523,20,2
1050712293,1,4
1050745469,2,4.5
1050763662,3,4
1050831202,4,4.5
1050893183,5,5
1050973882,6,3.5
1050988480,7,3.5
1051124278,8,4.5
1051141720,9,4
1051195210,10,0
1051209606,11,3
1051326718,12,5
1051334048,13,4.5
1051411202,14,0
1051434604,15,4.5
1051573241,16,5
1051638513,17,4
1051656345,18,0
1051708566,19,0
1051755724,20,5
1051767749,1,3.5
1051910636,2,0
1051927783,3,4.5
1052024839,4,0
1052035509,5,3.5
1052065651,6,4
1052087662,7,0
1052109508,8,0
1052113323,9,0
1052123679,10,4.5
1052223765,11,2.5
1052231801,12,4
1052491589,13,4.5
1052554029,14,0
1052556488,15,5
1052582820,16,4.5
1052623015,17,5
1052650787,18,0
1052661250,19,0
1052682268,20,4.5
1052684130,1,4.5
1052726188,2,5
1052729607,3,4.5
1052730063,4,3
1052744048,5,5
1052744981,6,3.5
1052857551,7,4
1052958353,8,4.5
1052982491,9,0
1052994265,10,3.5
1052998653,11,0
1053012308,12,4
1053066296,13,4
1053189283,14,4.5
1053254031,15,4
1053276040,16,4.5
1053285387,17,2.5
1053294286,18,3.5
1053294297,19,4
1053388964,20,5
1053524307,1,2.5
1053533457,2,4.5
1053562258,3,4
1053605807,4,3.5
